id_product,nombre_prestashop,nombre_erp,referencia,ean13,codigo_match,unidad_erp,unidad_mariadb_inferida,factor_conversion_precio,inventario_erp_192_168_0_231,inventario_para_mariadb,inventario_mariadb,pendiente,final_sync,precio_mariadb,precio_erp,precio_para_mariadb,otras_listas_precios_erp,servidor_sync,accion
894,"Panela Furatena Pastilla X2200gr","PANELA FURATENA 2.200G PASTILLA CJX8U","4241","7707264370063","7707264370063","UND","UND",1.000000,930,930,938,0,930,18300.00,18300.00,18300.00,"Lista 1: 18300.00000000",192.168.0.231,ACTUALIZAR_STOCK
895,"Panela Furatena Pastilla X480gr","PANELA FURATENA 450G PASTILLA CJX40U","3185","7707264370018","7707264370018","UND","UND",1.000000,1046,1046,1045,0,1046,3800.00,3800.00,3800.00,"Lista 1: 3800.00000000",192.168.0.231,ACTUALIZAR_STOCK
896,"Panela Furatena Pastilla X950gr","PANELA FURATENA 950G PASTILLA CJX20U","3187","7707264370025","7707264370025","UND","UND",1.000000,755,755,752,0,755,7600.00,7600.00,7600.00,"Lista 1: 7600.00000000",192.168.0.231,ACTUALIZAR_STOCK
897,"Sirope Sabor A Miel De Abeja La Reina 1000mL","","20778","7964597799","20778","","",1.000000,SIN_MATCH,SIN_MATCH,23,0,SIN_MATCH,14100.00,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
898,"Sirope Sabor A Miel De Abeja La Reina X150mL","","19842","7964599030","19842","","",1.000000,SIN_MATCH,SIN_MATCH,12,0,SIN_MATCH,3949.58,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
899,"Sirope Sabor A Miel De Abeja La Reina X300mL","MIEL LA GRANJA 300ML","20779","7964599001","7964599001","UND","UND",1.000000,17,17,17,0,17,5462.18,6500.00,6500.00,"Lista 1: 6500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
903,"Alitas De Pollo Bbq Bucanero X900gr","POLLO BUCANERO ALAS BBQ 900G APROX11","10522","7700708008072","7700708008072","PAQ","PAQ",1.000000,148,148,148,0,148,15117.65,17990.00,17990.00,"Lista 1: 17990.00000000",192.168.0.231,ACTUALIZAR_PRECIO
914,"Chorizo  Colanta Santa Rosano X5 Und X250gr","CHORIZO COLANTA SANTAROSANO 250G 5U","22658","7702129072335","7702129072335","PAQ","PAQ",1.000000,40,40,40,0,40,8823.53,10500.00,10500.00,"Lista 1: 10500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
915,"Chorizo  Colanta Santa Rosano X8 Und X500gr","CHORIZO COLANTA SANTA ROSANO 500G 8U","22659","7702129072250","7702129072250","PAQ","PAQ",1.000000,38,38,39,0,38,16974.79,20200.00,20200.00,"Lista 1: 20200.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
917,"Chorizo Antioqueño Zenú X8 Unidades X500gr","CHORIZO ZENU ANTIOQUEÑO 500G 8U","12814","7701101310021","7701101310021","PAQ","PAQ",1.000000,7,7,7,0,7,22478.99,26750.00,26750.00,"Lista 1: 26750.00000000",192.168.0.231,ACTUALIZAR_PRECIO
920,"Chorizo Español Monticello X80gr","CHORIZO CERDO MONTICELLO 80G","20665","7701101357194","7701101357194","UND","UND",1.000000,1,1,1,0,1,18067.23,21500.00,21500.00,"Lista 1: 21500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
922,"Chorizo Ranchera Premium X8 Und X520gr","CHORIZO RANCHERA 520G 8U","19097","7701101356869","7701101356869","PAQ","PAQ",1.000000,6,6,6,0,6,23949.58,28500.00,28500.00,"Lista 1: 28500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
923,"Chorizo Rica X1000gr","CHORIZO IDEAL 1000G 20U","13772","7702398028880","7702398028880","UND","UND",1.000000,0,0,0,0,0,28151.26,33500.00,33500.00,"Lista 1: 33500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
924,"Chorizo Rica X400gr","CHORIZO IDEAL 400G 6U","13533","7702398028897","7702398028897","UND","UND",1.000000,10,10,9,0,10,13403.36,15950.00,15950.00,"Lista 1: 15950.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
925,"Chorizo Santa Rosano Zenú X5 Und X330gr","CHORIZO ZENU SANTAROSANO 330G 5U","20211","7701101358009","7701101358009","PAQ","PAQ",1.000000,0,0,0,0,0,15117.65,17990.00,17990.00,"Lista 1: 17990.00000000",192.168.0.231,ACTUALIZAR_PRECIO
927,"Costillas Zenú Ranchera De Cerdo Ahumadas X500gr","COSTILLA RANCHERA 500G","11411","7701101320310","7701101320310","UND","UND",1.000000,0,0,0,0,0,44201.68,52600.00,52600.00,"Lista 1: 52600.00000000",192.168.0.231,ACTUALIZAR_PRECIO
931,"Hamburguesa  Res Pre Asada Zenú X4 Unidades X400gr","HAMBURGUESA ZENU RES PREASADA 400G 4U","13678","7701101245958","7701101245958","UND","UND",1.000000,12,12,12,0,12,23067.23,27450.00,27450.00,"Lista 1: 27450.00000000",192.168.0.231,ACTUALIZAR_PRECIO
932,"Hamburguesa Zenú Ranchera Pre Asada X2 Und X130gr","HAMBURGUESA RANCHERA 130G 2U","8130","7701101350843","7701101350843","UND","UND",1.000000,27,27,45,0,27,6386.55,7600.00,7600.00,"Lista 1: 7600.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
933,"Hamburguesa Zenú Ranchera Pre Asada X4 Und X400gr","HAMBURGUESA RANCHERA 400G 4U","5597","7701101300084","7701101300084","UND","UND",1.000000,17,17,17,0,17,24747.90,29450.00,29450.00,"Lista 1: 29450.00000000",192.168.0.231,ACTUALIZAR_PRECIO
934,"Jamón de Cerdo Pietrán X431gr","JAMON PIETRAN 431G 21U","21304","7701101358542","7701101358542","UND","UND",1.000000,38,38,37,0,38,24327.73,28950.00,28950.00,"Lista 1: 28950.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
935,"Jamón De Cerdo Pietran Zenú X230gr","JAMON PIETRAN 230G 11U","4299","7701101356098","7701101356098","UND","UND",1.000000,62,62,110,0,62,13613.45,16200.00,16200.00,"Lista 1: 16200.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
936,"Jamón Ideal Rica X12 Tajadas X230gr","JAMON RICA IDEAL 230G 11U","6256","7702398017877","7702398017877","UND","UND",1.000000,29,29,40,0,29,8151.26,9700.00,9700.00,"Lista 1: 9700.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
937,"Jamón Ideal Rica X21 Tajadas X400gr","JAMON RICA IDEAL 400G 21U","9713","7702398026992","7702398026992","UND","UND",1.000000,104,104,108,0,104,11848.74,14100.00,14100.00,"Lista 1: 14100.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
940,"Jamón Pechuga Pollo Pietran Zenú X230gr","JAMON PIETRAN POLLO 230G 11U","13417","7701101356197","7701101356197","UND","UND",1.000000,31,31,31,0,31,15672.27,18650.00,18650.00,"Lista 1: 18650.00000000",192.168.0.231,ACTUALIZAR_PRECIO
941,"Jamón Pietran Pavo X225gr","JAMON PIETRAN PAVO 225G 11U","15400","7701101356210","7701101356210","UND","UND",1.000000,23,23,21,0,23,23487.39,27950.00,27950.00,"Lista 1: 27950.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
942,"Jamón Sánduche Zenú X230gr","","4379","7701101280638","4379","","",1.000000,SIN_MATCH,SIN_MATCH,63,0,SIN_MATCH,8907.56,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
943,"Jamón Sánduche Zenú X450gr","JAM ZENU SANDU 450G","6823","7701101280645","7701101280645","PAQ","PAQ",1.000000,73,73,73,0,73,18319.33,21800.00,21800.00,"Lista 1: 21800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
944,"Jamón Serrano Monticello X80gr","JAMON MONTICELLO SERRANO 80G","21074","7701101357187","7701101357187","UND","UND",1.000000,0,0,0,0,0,18865.55,22450.00,22450.00,"Lista 1: 22450.00000000",192.168.0.231,ACTUALIZAR_PRECIO
946,"Lomitos De Pechuga De Pollo Adobado Bucanero X600gr","POLLO BUCANERO LOMO PECHUGA 600G","15379","7700708009710","7700708009710","UND","UND",1.000000,22,22,28,0,22,23025.21,27400.00,27400.00,"Lista 1: 27400.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
948,"Mix de Madurados Monticello X115gr","MADURADOS MIXTA MONTICELLO 115G","21075","7701101357170","7701101357170","UND","UND",1.000000,0,0,0,0,0,20966.39,24950.00,24950.00,"Lista 1: 24950.00000000",192.168.0.231,ACTUALIZAR_PRECIO
953,"Morcilla Zenú  X7 Und X500gr","MORCILLA ZENU 500G 7U","18524","7701101320105","7701101320105","UND","UND",1.000000,9,9,9,0,9,14537.82,17300.00,17300.00,"Lista 1: 17300.00000000",192.168.0.231,ACTUALIZAR_PRECIO
954,"Mortadela De Pollo Zenú X450gr","MORTADELA ZENU POLLO 450G 27U","15399","7701101270332","7701101270332","UND","UND",1.000000,10,10,11,0,10,12095.24,12700.00,12700.00,"Lista 1: 12700.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
956,"Mortadela Rica X15 Tajadas X250gr","MORTADELA RICA 250G 15U","3147","7702398001401","7702398001401","UND","UND",1.000000,43,43,44,0,43,6571.43,6900.00,6900.00,"Lista 1: 6900.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
957,"Mortadela Tradicional Zenú X250gr","MORTADELA ZENU TRADICIONAL 250G 15U","2839","7701101270059","7701101270059","PAQ","PAQ",1.000000,10,10,14,0,10,7333.33,7700.00,7700.00,"Lista 1: 7700.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
958,"Mortadela Tradicional Zenú X450gr","MORTADELA ZENU TRADICIONAL 450G 27U","5622","7701101270349","7701101270349","UND","UND",1.000000,14,14,16,0,14,11714.29,12300.00,12300.00,"Lista 1: 12300.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
960,"Pollo Bucanero Entero Sin Vísceras","POLLO BUCANERO ENTERO SIN VICERA BANDEJA 1500G APROX 19","9703","7700708003008","7700708003008","BAN","BAN",1.000000,163,163,162,0,163,18500.00,18500.00,18500.00,"Lista 1: 18500.00000000",192.168.0.231,ACTUALIZAR_STOCK
963,"Salami De Cerdo Monticello X80gr","SALAMI CERDO MONTICELLO 80G","20664","7701101357200","7701101357200","UND","UND",1.000000,2,2,0,0,2,17478.99,20800.00,20800.00,"Lista 1: 20800.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
964,"Salchicha Big Pollo Rica Rondo X250gr","","3151","3151","3151","","",1.000000,SIN_MATCH,SIN_MATCH,175,0,SIN_MATCH,3193.28,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
968,"Salchicha Pollo kimby X2 Und X500gr","SCHA BUCA POLLO 500G 2U","17525","7700708010655","7700708010655","UND","UND",1.000000,0,0,0,0,0,5714.29,6800.00,6800.00,"Lista 1: 6800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
969,"Salchicha Ranchera  X5 Unidades X115gr","SALCHICHA RANCHERA 115G 5U","15398","7701101358245","7701101358245","UND","UND",1.000000,189,189,272,0,189,5798.32,6900.00,6900.00,"Lista 1: 6900.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
970,"Salchicha Ranchera Premium X14 Und X480gr","SALCHICHA RANCHERA 480G 14U","2841","7701101247266","7701101247266","PAQ","PAQ",1.000000,115,115,166,0,115,24789.92,29500.00,29500.00,"Lista 1: 29500.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
971,"Salchicha Ranchera Premium X7 Und X230gr","SALCHICHA RANCHERA 230G 7U","2840","7701101247273","7701101247273","PAQ","PAQ",1.000000,39,39,39,0,39,13697.48,16300.00,16300.00,"Lista 1: 16300.00000000",192.168.0.231,ACTUALIZAR_PRECIO
975,"Salchicha Rica X30 Und X500gr","SALCHICHA RICA ESTANDAR 500G 30U","10978","7702398027432","7702398027432","PAQ","PAQ",1.000000,62,62,64,0,62,12521.01,14900.00,14900.00,"Lista 1: 14900.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
976,"Salchicha Rica Llanera  X16 Und X500gr","SALCHICHA RICA LLANERA 5000G 16U","6512","7702398025650","7702398025650","PAQ","PAQ",1.000000,47,47,48,0,47,18319.33,21800.00,21800.00,"Lista 1: 21800.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
977,"Salchicha Tradicional Zenú X18 Und X450gr","SALCHICHA ZENU TRADICIONAL 450G 18U","15636","7701101261088","7701101261088","UND","UND",1.000000,8,8,9,0,8,14873.95,17700.00,17700.00,"Lista 1: 17700.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
978,"Salchicha Tradicional Zenú X5 Unidades X170G","SALCHICHA ZENU TRADICIONAL 170G 5U","20212","7701101357941","7701101357941","UND","UND",1.000000,32,32,48,0,32,5798.32,6900.00,6900.00,"Lista 1: 6900.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
979,"Salchicha Tradicional Zenú X9 Und X225gr","SALCHICHA ZENU TRADICIONAL 225G 9U","5744","7701101261071","7701101261071","UND","UND",1.000000,23,23,23,0,23,8151.26,9700.00,9700.00,"Lista 1: 9700.00000000",192.168.0.231,ACTUALIZAR_PRECIO
980,"Salchicha Zenú Perro X12 Und X480gr","SALCHICHA ZENU PERRO 480G 12U","8205","7701101261491","7701101261491","PAQ","PAQ",1.000000,47,47,79,0,47,17142.86,20400.00,20400.00,"Lista 1: 20400.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
981,"Salchicha Zenú Perro X6 Und X240gr","SALCHICHA ZENU PERRO 240G 6U","3229","7701101261521","7701101261521","PAQ","PAQ",1.000000,31,31,31,0,31,8571.43,10200.00,10200.00,"Lista 1: 10200.00000000",192.168.0.231,ACTUALIZAR_PRECIO
982,"Salchicha Zenú Super Perro X16 Und X1280gr","SCHA ZENU PERRO 1280G 16U","22068","7701101245668","7701101245668","PAQ","PAQ",1.000000,2,2,2,0,2,47731.09,56800.00,56800.00,"Lista 1: 56800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
983,"Salchicha Zenú Super Perro X8 Und X640gr","SALCHICHA ZENU SUPER PERRO 640G 8U","10874","7701101261507","7701101261507","UND","UND",1.000000,44,44,49,0,44,25882.35,30800.00,30800.00,"Lista 1: 30800.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
984,"Salchichón Cervecero Premium Ranchera X480gr","SALCHICHON RANCHERA 480G","16785","7701101246900","7701101246900","UND","UND",1.000000,24,24,25,0,24,24285.71,25500.00,25500.00,"Lista 1: 25500.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
987,"Salchichón De Pollo Rica X850gr","SALCHICHON RICA POLLO 850G","19250","7701101357309","7701101357309","UND","UND",1.000000,13,13,13,0,13,11238.10,11800.00,11800.00,"Lista 1: 11800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
988,"Salchichón Zenú Cerveroni Estándar X900gr","SALCHICHON ZENU CERVECERO 900G","15781","7701101246894","7701101246894","UND","UND",1.000000,39,39,41,0,39,26095.24,27400.00,27400.00,"Lista 1: 27400.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
989,"Tocineta Ahumada De Cerdo Zenú X11 Tajadas X200gr","TOCINETA ZENU AHUMADA 200G 10U","12855","7701101358368","7701101358368","PAQ","PAQ",1.000000,16,16,16,0,16,17563.03,20900.00,20900.00,"Lista 1: 20900.00000000",192.168.0.231,ACTUALIZAR_PRECIO
996,"Veggie Burger Pietrán X360gr","VEGGIE PIETRAN BURGER 360G 4U","18527","7701101356692","7701101356692","UND","UND",1.000000,11,11,6,0,11,23109.24,27500.00,27500.00,"Lista 1: 27500.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
998,"Bicarbonato De Sodio El Rey X125gr","BICARBONATO REY 125G","17868","7702175159264","7702175159264","UND","UND",1.000000,208,208,209,0,208,1260.50,1500.00,1500.00,"Lista 1: 1500.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
999,"Bicarbonato De Sodio El Rey X500G","BICARBONATO REY 500G","10232","7702175141214","7702175141214","UND","UND",1.000000,149,149,214,0,149,5462.18,6500.00,6500.00,"Lista 1: 6500.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1000,"Bicarbonato De Sodio El Rey X50gr","BICARBONATO REY 50G DISX12U","3997","7702175108385","7702175108385","UND","UND",1.000000,106,106,108,0,106,588.24,700.00,700.00,"Lista 1: 700.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1001,"Mezcla de Especias Cocina Refisal X78gr","","17206","7703812008853","17206","","",1.000000,SIN_MATCH,SIN_MATCH,0,0,SIN_MATCH,10168.07,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
1003,"Finas Hierbas El Rey X15gr","FINAS HIERBAS REY 15G","10814","7702175157253","7702175157253","UND","UND",1.000000,101,101,162,0,101,2184.87,2600.00,2600.00,"Lista 1: 2600.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1004,"Canela En Astillas El Rey X20gr","CANELA REY 20G ASTILLAS SELECCIONADA","4310","7702175111194","7702175111194","UND","UND",1.000000,731,731,731,0,731,4033.61,4800.00,4800.00,"Lista 1: 4800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
1007,"Canela Molida El Rey X30gr","CANELA REY 30G MOLIDA","15341","7702175158823","7702175158823","UND","UND",1.000000,119,119,180,0,119,4193.28,4990.00,4990.00,"Lista 1: 4990.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1008,"Clavos En Pepa El Rey X9gr","CLAVO REY 9G PEPA DISX25U","3141","7702175108200","7702175108200","UND","UND",1.000000,255,255,388,0,255,1134.45,1350.00,1350.00,"Lista 1: 1350.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1009,"Condimento Completo El Rey X60gr","COMPLETO REY 60G DISX12U","3996","7702175108347","7702175108347","UND","UND",1.000000,134,134,158,0,134,1848.74,2200.00,2200.00,"Lista 1: 2200.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1010,"Ajo En Polvo El Rey X55gr","AJO REY 55G DISX12U","4308","7702175111231","7702175111231","UND","UND",1.000000,991,991,1162,0,991,1092.44,1300.00,1300.00,"Lista 1: 1300.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1011,"Colorey El Rey X125gr","COLOR REY 125G","6426","7702175156034","7702175156034","UND","UND",1.000000,202,202,267,0,202,2605.04,3100.00,3100.00,"Lista 1: 3100.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1012,"Color El Rey Amarillo  X500gr","COLOR REY 500G AMARILLO DIP12U","4248","7702175141269","7702175141269","UND","UND",1.000000,20,20,22,0,20,8487.39,10100.00,10100.00,"Lista 1: 10100.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1013,"Colorey El Rey X500gr","COLOR REY 500G CJX16U","4307","7702175141030","7702175141030","UND","UND",1.000000,88,88,114,0,88,10672.27,12700.00,12700.00,"Lista 1: 12700.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1014,"Color El Rey Amarillorey X60gr","COLOR REY 60G AMARILLO DISX12U","2949","7702175108552","7702175108552","UND","UND",1.000000,179,179,182,0,179,1008.40,1200.00,1200.00,"Lista 1: 1200.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1015,"Colorey El Rey X55gr","COLOR REY 55G DISX12U","3142","7702175111248","7702175111248","UND","UND",1.000000,693,693,828,0,693,1008.40,1200.00,1200.00,"Lista 1: 1200.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1016,"Comino El Rey X55gr","COMINO REY 55G MOLIDO DISX12U","3143","7702175111224","7702175111224","UND","UND",1.000000,224,224,290,0,224,3025.21,3600.00,3600.00,"Lista 1: 3600.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1017,"Curry El Rey X20gr","CURRY REY 20G","3994","7702175108224","7702175108224","UND","UND",1.000000,76,76,99,0,76,2184.87,2600.00,2600.00,"Lista 1: 2600.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1018,"Naturey El Rey X50gr","NATUREY REY","26102","7702175958713","7702175958713","UND","UND",1.000000,83,83,133,0,83,1848.74,2200.00,2200.00,"Lista 1: 2200.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1019,"Orégano Puro El Rey X10gr","OREGANO REY 10G","4171","7702175108286","7702175108286","UND","UND",1.000000,281,281,342,0,281,1218.49,1450.00,1450.00,"Lista 1: 1450.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1020,"Paprika Pura Molida El Rey X60gr","PAPRIKA REY 60G PURA MOLIDA","16660","7702175108316","7702175108316","UND","UND",1.000000,191,191,189,0,191,2857.14,3400.00,3400.00,"Lista 1: 3400.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1021,"Pimienta de Olor Pura El Rey X15gr","PIMIENTA REY 15G PEPA OLOR","16661","7702175108705","7702175108705","UND","UND",1.000000,135,135,138,0,135,1218.49,1450.00,1450.00,"Lista 1: 1450.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1022,"Pimienta El Rey X60gr","PIMIENTA REY 60G DISX12U","4172","7702175108101","7702175108101","UND","UND",1.000000,186,186,227,0,186,2436.97,2900.00,2900.00,"Lista 1: 2900.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1023,"Salsina El Rey X55gr","SALSINA REY 55G DISX12U","4246","7702175111262","7702175111262","UND","UND",1.000000,216,216,215,0,216,3109.24,3700.00,3700.00,"Lista 1: 3700.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1024,"Sazonarey El Rey X55gr","SAZONA REY 55G DISX12U","9883","7702175156799","7702175156799","UND","UND",1.000000,290,290,291,0,290,1344.54,1600.00,1600.00,"Lista 1: 1600.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1025,"Sazonarey El Rey X90gr","SAZONA REY 90G","12373","7702175156812","7702175156812","UND","UND",1.000000,231,231,329,0,231,1932.77,2300.00,2300.00,"Lista 1: 2300.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1026,"Tricompleto El Rey X55gr","TRICOMPLETO REY 55G","3145","7702175111279","7702175111279","UND","UND",1.000000,123,123,184,0,123,1672.27,1990.00,1990.00,"Lista 1: 1990.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1027,"Salsa Teriyaki El Fortín X165ml","SALSA TERIYAKI FORTIN 165G","18815","7703562014098","7703562014098","FCO","FCO",1.000000,39,39,40,0,39,3697.48,4400.00,4400.00,"Lista 1: 4400.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1028,"Sazonatodo Maggi X90gr","SAZONATODO MAGGI 90G","9685","7702024046479","7702024046479","UND","UND",1.000000,14,14,14,0,14,2764.71,3290.00,3290.00,"Lista 1: 3290.00000000",192.168.0.231,ACTUALIZAR_PRECIO
1029,"Canela Del Fogón Astilla X20gr","CANELA DEL FOGON 20G ASTILLA","22184","7702354012304","7702354012304","UND","UND",1.000000,309,309,309,0,309,3529.41,4200.00,4200.00,"Lista 1: 4200.00000000",192.168.0.231,ACTUALIZAR_PRECIO
1030,"Menta Deshidratada GranAroma 16gr","GRAN AROMA 16G MENTA HIER DESH","19906","7707313091109","7707313091109","UND","UND",1.000000,0,0,0,0,0,3193.28,3800.00,3800.00,"Lista 1: 3800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
1031,"Cidrón Deshidratado GranAroma X10gr","GRAN AROMA 10G CIDRON","19736","7707313091246","7707313091246","UND","UND",1.000000,10,10,9,0,10,2773.11,3300.00,3300.00,"Lista 1: 3300.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1032,"Finas Hierbas GranAroma Molida X10gr","GRAN AROMA 10G FINAS HIERBAS MOLIDA","19745","7707313090430","7707313090430","UND","UND",1.000000,46,46,45,0,46,1848.74,2200.00,2200.00,"Lista 1: 2200.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1033,"Guascas Deshidratadas GranAroma X10gr","GRAN AROMA 10G GUASCA","19686","7707313091031","7707313091031","UND","UND",1.000000,18,18,18,0,18,3193.28,3800.00,3800.00,"Lista 1: 3800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
1035,"Laurel Deshidratado GranAroma X10gr","GRAN AROMA 10G LAUREL","21462","7707313091062","7707313091062","UND","UND",1.000000,72,72,73,0,72,2857.14,3400.00,3400.00,"Lista 1: 3400.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1036,"Mezcla para Carnes GranAroma 10gr","GRAN AROMA 10G MEZCLA CARNE","19693","7707313090751","7707313090751","UND","UND",1.000000,30,30,30,0,30,1848.74,2200.00,2200.00,"Lista 1: 2200.00000000",192.168.0.231,ACTUALIZAR_PRECIO
1038,"Achiote Entero GranAroma X16gr","GRAN AROMA 16G ACHIOTE ENTERO","19744","7707313090034","7707313090034","UND","UND",1.000000,41,41,42,0,41,2689.08,3200.00,3200.00,"Lista 1: 3200.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1039,"Albahaca Deshidratada GranAroma X16gr","GRAN AROMA 16G ALBAHACA","19735","7707313090843","7707313090843","UND","UND",1.000000,40,40,40,0,40,2773.11,3300.00,3300.00,"Lista 1: 3300.00000000",192.168.0.231,ACTUALIZAR_PRECIO
1040,"Anís Estrella GranAroma X16gr","","19743","7707313090867","19743","","",1.000000,SIN_MATCH,SIN_MATCH,42,0,SIN_MATCH,4705.88,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
1041,"Caléndula Deshidratada GranAroma X16gr","GRAN AROMA 16G CALENDULA","19737","7707313090997","7707313090997","UND","UND",1.000000,15,15,15,0,15,3319.33,3950.00,3950.00,"Lista 1: 3950.00000000",192.168.0.231,ACTUALIZAR_PRECIO
1042,"Cúrcuma Molida GranAroma X16gr","GRAN AROMA 16G CURCUMA MOLIDA","19688","7707313090164","7707313090164","UND","UND",1.000000,47,47,48,0,47,2689.08,3200.00,3200.00,"Lista 1: 3200.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1043,"Jengibre GranAroma X16gr","GRAN AROMA 16G JENGIBRE","19695","7707313091055","7707313091055","UND","UND",1.000000,9,9,9,0,9,2773.11,3300.00,3300.00,"Lista 1: 3300.00000000",192.168.0.231,ACTUALIZAR_PRECIO
1044,"Limonaria Deshidratada GranAroma 16gr","GRAN AROMA 16G LIMONARIA","19690","7707313091079","7707313091079","UND","UND",1.000000,21,21,21,0,21,2941.18,3500.00,3500.00,"Lista 1: 3500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
1045,"Manzanilla Deshidratada GranAroma X16gr","GRAN AROMA 16G MANZANILLA","19739","7707313091086","7707313091086","UND","UND",1.000000,4,4,3,0,4,2941.18,3500.00,3500.00,"Lista 1: 3500.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
1046,"Moringa Deshidratada GranAroma X16gr","GRAN AROMA 16G MORINGA","19741","7707313099914","7707313099914","UND","UND",1.000000,23,23,23,0,23,3529.41,4200.00,4200.00,"Lista 1: 4200.00000000",192.168.0.231,ACTUALIZAR_PRECIO
1047,"Orégano Deshidratado GranAroma X16gr","GRAN AROMA 16G OREGANO","19689","7707313090782","7707313090782","UND","UND",1.000000,69,69,69,0,69,2731.09,3250.00,3250.00,"Lista 1: 3250.00000000",192.168.0.231,ACTUALIZAR_PRECIO
